,rest_name,rest_type,loc,dine_rating,dine_reviews,delivery_rating,delivery_reviews,cost,cuisine 1,cuisine 2,cuisine 3,cuisine 4,cuisine 5,cuisine 6,cuisine 7,cuisine 8,t1,t2,l1,l2,l3,l4,l5,l6,l7,location
500,"Agatya Family Restaurant & Bar
                                    ",['Casual Dining'],Lohegaon,3.8,14.0,3.8,0.0,1200,Beverages,ebab,Chinese,North Indian,,,,,Casual Dining,,,,,,,,,Lohegaon
501,"Mountain High
                                    ","['Casual Dining', 'Bar']",Wanowrie,3.8,290.0,4.1,1275.0,1200,Seafood,Chinese,North Indian,,,,,,Casual Dining,Bar,Moctails, Coctails, Biryani, Sweet Corn Soup, Manchow Soup, Butter Chicen, Chilli Chicen,Wanowrie
502,"Saundarya Garden
                                    ","['Casual Dining', 'Bar']",Hinjawadi,3.9,1041.0,3.8,352.0,1200,Seafood,Chinese,North Indian,,,,,,Casual Dining,Bar,Butter Chicen, Tandoori Chicen, Sea Food, Butter Naan, Moctails, Coctails, Biryani,Hinjawadi
503,"alinga Veg Gourmet itchen
                                    ",['Casual Dining'],Erandwane,4.3,612.0,3.8,0.0,1200,Italian,Asian,European,North Indian,,,,,Casual Dining,,Pizza, Faluda, Dal Mahani, Pasta, Salad, Noodle, Filtered Coffee,Erandwane
504,"
                                    ",['Casual Dining'],Aundh,4.1,94.0,3.9,44.0,1200,Asian,Japanese,orean,,,,,,Casual Dining,,imchi, Ramen, Noodle,,,,,Aundh
505,"FC Grill House
                                    ","['Bar', 'Casual Dining']",FC Road,4.2,2033.0,3.8,0.0,1200,Salad,Chinese,Italian,Continental,North Indian,,,,Bar,Casual Dining,Pasta, Coctails, Pizza, Brownie, Chai, Moctails, Biryani,FC Road
506,"7 Seas Wine n Dine
                                    ",['Casual Dining'],Baner,4.1,848.0,4.0,2990.0,1200,Mangalorean,Seafood,Chinese,North Indian,,,,,Casual Dining,,Sea Food, Fish, Biryani, Manchow Soup, Crispy Chicen, Prawn, Naan,Baner
507,"wality Family Resto Bar
                                    ",['Casual Dining'],alyani Nagar,3.6,122.0,4.1,556.0,1200,Beverages,Chinese,North Indian,,,,,,Casual Dining,,Butter Chicen, Biryani, Butter Naan, Chicen Tia Masala, Surmai Tava Fry,,,alyani Nagar
508,"Orgee Cafe, Bar And itchen
                                    ",['Casual Dining'],alyani Nagar,3.7,9.0,3.8,0.0,1200,Beverages,Desserts,Continental,Italian,European,,,,Casual Dining,,,,,,,,,alyani Nagar
509,"Coconut Grove RestoBar
                                    ","['Casual Dining', 'Bar']",Camp Area,4.2,356.0,3.9,461.0,1200,North Indian,Chettinad,Seafood,Mangalorean,,,,,Casual Dining,Bar,Sea Food, Fish, Neer Dosa, Appam, Biryani, Moctails, Surmai Tava Fry,Camp Area
510,"Rose Wood
                                    ",['Casual Dining'],Dange Chow,4.0,919.0,3.8,583.0,1200,Asian,Italian,Fast Food,Street Food,Salad,South Indian,North Indian,Continental,Casual Dining,,Chura Paratha, Pasta, Manchow Soup, Tomato Soup, Moctails, Paneer Chatpata, Roti,Dange Chow
511,"Baobab
                                    ","['Casual Dining', 'Bar']","The Mills, Bund Garden Road",4.6,408.0,3.8,0.0,1200,Asian,Italian,North Indian,,,,,,Casual Dining,Bar,Butter Beer, Cheesecae, Moctails, Bbq Chicen Pizza, Coctails, Chana Daal, Red Thai Curry, Bund Garden Road
512,"Foodland Restaurant
                                    ",['Casual Dining'],Bund Garden Road,3.0,48.0,3.9,32.0,1200,Biryani,Mughlai,Continental,Chinese,North Indian,,,,Casual Dining,,Chicen Biryani, Fish,,,,,,Bund Garden Road
513,"The inara Village Dhaba
                                    ",['Casual Dining'],Lonavala,4.0,1892.0,3.8,0.0,1200,Beverages,Mughlai,Chinese,Fast Food,North Indian,,,,Casual Dining,,Jalebi Rabri, Butter Chicen, Naan, Lassi, Biryani, Chicen Handi, Gulab Jamun,Lonavala
514,"Mystic Flavours
                                    ",['Casual Dining'],Warje,4.2,592.0,3.5,2149.0,1200,Italian,Continental,Chinese,Mughlai,North Indian,,,,Casual Dining,,Biryani, Pasta, Tandoori Chicen, Moctails, Fish, Tomato Soup, Garlic Naan,Warje
515,"Tamarind
                                    ",['Casual Dining'],Lonavala,3.2,11.0,3.8,80.0,1200,North Indian,Fast Food,Chinese,,,,,,Casual Dining,,,,,,,,,Lonavala
516,"Oriental Connexions
                                    ","['Casual Dining', 'Bar']","The ESquare Hotel, Shivaji Nagar",4.5,1034.0,3.8,0.0,1200,Seafood,Thai,Malaysian,Chinese,,,,,Casual Dining,Bar,Crispy Chicen, Nasi Goreng, Coctails, Tom Yum Soup, Basil Chicen, Jade Dumplings, Momos, Shivaji Nagar
517,"BarBerry
                                    ","['Bar', 'Casual Dining']",othrud,4.5,2166.0,3.8,0.0,1200,Finger Food,Continental,North Indian,,,,,,Bar,Casual Dining,Beer, Coctails, Spring Roll, Nachos, Chilli Paneer, Chicen Wings, Fries,othrud
518,"East India Co.
                                    ",['Casual Dining'],haradi,3.6634499896458945,,3.8,0.0,1200,Chinese,Continental,North Indian,,,,,,Casual Dining,,,,,,,,,haradi
519,"Toni Daa Dhaba
                                    ","['Dhaba', 'Bar']",Old MumbaiPune Highway,2.0,1031.0,3.8,0.0,1200,Mughlai,Chinese,North Indian,,,,,,Dhaba,Bar,Lassi, Butter Chicen, Jalebi Rabri, Panneer Butter Masala, Chicen Handi, Paneer Angara, Tandoori Chicen,Old MumbaiPune Highway
520,"Sarjaa
                                    ",['Casual Dining'],Waad,3.6,22.0,3.8,0.0,1200,Asian,North Indian,,,,,,,Casual Dining,,,,,,,,,Waad
521,"Spice n Flavour
                                    ","['Casual Dining', 'Bar']",othrud,4.2,337.0,4.2,496.0,1200,Continental,Italian,Chinese,North Indian,,,,,Casual Dining,Bar,Penne Pasta, Butter Chicen, Dal Mahani, Coctails, Tomato Soup, Paneer Tia, Garlic Bread,othrud
522,"Status Family RestOBar
                                    ",['Casual Dining'],Camp Area,4.1,276.0,4.0,262.0,1200,Chinese,Italian,Mughlai,North Indian,,,,,Casual Dining,,Chocolate Mousse, Biryani, Butter Chicen, Roti, Paan Shot, Tandoori Chicen, Chicen Tia,Camp Area
523,"Universal Barbeque
                                    ","['Casual Dining', 'Bar']",Hinjawadi,4.4,3484.0,3.8,0.0,1200,Chinese,North Indian,,,,,,,Casual Dining,Bar,Fish, Momos, Pasta, Jalebi, Pizza, Chicen Wings, Brownie,Hinjawadi
524,"GeoBistro
                                    ",['Casual Dining'],Viman Nagar,4.5,1412.0,2.8,1690.0,1200,Italian,Chinese,Continental,European,North Indian,,,,Casual Dining,,Moctails, Pasta, Mashed Potato, Salsa, Basil Mojito, Vanilla Ice Cream, Brownie,Viman Nagar
525,"BABA's Family Fine Dine Resto & Bar
                                    ","['Bar', 'Casual Dining']",Nigdi,3.0,54.0,4.4,166.0,1200,Mughlai,Seafood,Chinese,North Indian,,,,,Bar,Casual Dining,,,,,,,,Nigdi
526,"runchy Bubble itchen & Bar
                                    ",['Casual Dining'],haradi,3.4,36.0,3.8,0.0,1200,Italian,Chinese,,,,,,,Casual Dining,,,,,,,,,haradi
527,"Yoo Sizzlers
                                    ",['Casual Dining'],Dhole Patil Road,3.4,209.0,3.8,0.0,1200,Chinese,Fast Food,Continental,,,,,,Casual Dining,,,,,,,,,Dhole Patil Road
528,"Spice Fusion MultiCuisine Fine Dine
                                    ",['Casual Dining'],Pimpri,4.0,252.0,3.6,405.0,1200,Chinese,Italian,Asian,Mughlai,North Indian,,,,Casual Dining,,Paneer Tia, Chocolate Bomb, Moctails, Biryani, Noodle, Pasta, Halwa,Pimpri
529,"Shiv Sagar
                                    ",['Casual Dining'],Pimple Nilah,2.6,232.0,3.7,325.0,1200,Fast Food,Mexican,Italian,Chinese,North Indian,South Indian,,,Casual Dining,,Biryani, Manchow Soup, Uttapam, Coffee, Jain Pav Bhaji, Chole, Noodle,Pimple Nilah
530,"84 East Family Restaurant & Bar
                                    ",['Casual Dining'],Bhosari,3.8,79.0,3.8,0.0,1200,Bar Food,Continental,Chinese,North Indian,,,,,Casual Dining,,,,,,,,,Bhosari
531,"Panchvati by Panchratna
                                    ","['Casual Dining', 'Bar']","Hotel Shree Panchratna, Dhole Patil Road",3.6,64.0,3.8,0.0,1200,Goan,Mughlai,North Indian,,,,,,Casual Dining,Bar,Dal Tada,,,,,,, Dhole Patil Road
532,"Casablanca  Pride Hotel
                                    ",['Casual Dining'],The Pride Hotel Shivaji Nagar,3.9,238.0,3.8,0.0,1200,Continental,Chinese,North Indian,,,,,,Casual Dining,,Lunch Buffet, Coffee, Chicen Biryani, Salad, Fish, Dal ichadi, Sandwich,The Pride Hotel Shivaji Nagar
533,"4 Seasons
                                    ","['Bar', 'Casual Dining']","Rajiv Gandhi IT Par, Hinjewadi",4.0,629.0,3.7,335.0,1200,Continental,Chinese,North Indian,,,,,,Bar,Casual Dining,Beer, Coctails, Honey Chilli Potatoes, Veg Platter, Dal Mahani, Tandoori Chicen, Garlic Naan, Hinjewadi
534,"Atlantis Bar Grill & Banquet
                                    ","['Casual Dining', 'Bar']","Sacred World Mall, Wanowrie",3.7,440.0,3.7,630.0,1200,Mughlai,Italian,Asian,Continental,North Indian,,,,Casual Dining,Bar,Salad, Lunch Buffet, Pasta, Chaat, Breafast Buffet, Iced Tea, Moctails, Wanowrie
535,"avi  The Hangout Bar
                                    ","['Bar', 'Casual Dining']",Erandwane,3.9,94.0,3.9,86.0,1200,Fast Food,ebab,Malwani,North Indian,,,,,Bar,Casual Dining,Butter Chicen,,,,,,,Erandwane
536,"Legacy Restaurant
                                    ","['Casual Dining', 'Bar']",Viman Nagar,3.8,203.0,4.0,1185.0,1200,Chinese,Seafood,North Indian,Mughlai,,,,,Casual Dining,Bar,Butter Chicen, Hyderabadi Chicen, Pala ofta, Chicen Tia, Salad, Mutton Soup, Veg Platter,Viman Nagar
537,"EON Fine Dine Resto Bar
                                    ","['Casual Dining', 'Bar']",haradi,3.5,85.0,3.8,288.0,1200,Chinese,Thai,North Indian,,,,,,Casual Dining,Bar,Fish,,,,,,,haradi
538,"Olivia
                                    ",['Casual Dining'],othrud,2.6,61.0,3.8,0.0,1200,Malwani,Mughlai,Chinese,North Indian,,,,,Casual Dining,,Tandoori Chicen, Naan, Roti,,,,,othrud
539,"Salt 1
                                    ","['Casual Dining', 'Bar']",Hinjawadi,4.2,318.0,3.5,682.0,1200,Seafood,North Indian,Chinese,Continental,,,,,Casual Dining,Bar,Moctails, Paan ulfi, Brownie, Murgh Ghee Roast, Hara Bhara ebab, Beer, Paneer Angara,Hinjawadi
540,"Merazo
                                    ","['Casual Dining', 'Bar']",Waad,4.1,755.0,4.1,166.0,1200,Thai,Italian,North Indian,Asian,,,,,Casual Dining,Bar,Moctails, Coctails, Peri Peri Prawn, Chicen Biryani, Lasagne, Vegetable Quesadillas, Chicen Wings,Waad
541,"Alo Restaurant & Bar
                                    ",['Casual Dining'],Shivaji Nagar,2.9,4.0,3.8,0.0,1200,Maharashtrian,Chinese,North Indian,,,,,,Casual Dining,,,,,,,,,Shivaji Nagar
542,"Shiv Sagar
                                    ",['Casual Dining'],Pimple Nilah,2.6,232.0,3.7,325.0,1200,Fast Food,Mexican,Italian,Chinese,North Indian,South Indian,,,Casual Dining,,Biryani, Manchow Soup, Uttapam, Coffee, Jain Pav Bhaji, Chole, Noodle,Pimple Nilah
543,"Shiv Sagar
                                    ",['Casual Dining'],Aundh,2.3,1019.0,3.8,2400.0,600,Beverages,Ice Cream,Fast Food,Mexican,North Indian,Chinese,Street Food,South Indian,Casual Dining,,Filtered Coffee, Mysore Dosa, Pasta, Tomato Soup, Rava Dosa, Cheese Pav Bhaji, Idli,Aundh
544,"Shiv Sagar
                                    ",['Casual Dining'],JM Road,3.8,696.0,4.1,722.0,600,Beverages,Ice Cream,North Indian,Chinese,Fast Food,South Indian,,,Casual Dining,,Pav Bhaji, Pasta, Lassi, Nachos, Sandwich, Butter Naan, Veg Manchurian,JM Road
545,"Shiv Sagar
                                    ",['Casual Dining'],Dange Chow,2.5,25.0,3.8,0.0,600,Beverages,Ice Cream,North Indian,Chinese,Fast Food,South Indian,,,Casual Dining,,,,,,,,,Dange Chow
546,"Maaza
                                    ","['Casual Dining', 'Bar']",Viman Nagar,3.7,285.0,3.8,0.0,1200,Chinese,North Indian,,,,,,,Casual Dining,Bar,Coctails, Pizza, Tiramisu, hao Suey, Fish, Shawarma, Moctails,Viman Nagar
547,"Surya Hotel  Deccan Rendezvous
                                    ",['Casual Dining'],Deccan Rendezvous,3.8,207.0,3.9,120.0,1200,Beverages,Biryani,Mughlai,Continental,North Indian,Italian,,,Casual Dining,,Salad, Chicen Schnitzel, Fish Finger, ulfi, Lunch Buffet, Fish Curry, Asian Soup,Deccan Rendezvous
548,"The Bridge  Tarawade Clars Inn
                                    ",['Casual Dining'],JM Road,3.4,87.0,3.8,0.0,1200,Fast Food,Continental,Chinese,North Indian,,,,,Casual Dining,,Gulab Jamun, Peach Wine, Chicen Biryani, Awadhi Biryani, Mutton Biryani, Haryali Paneer Tia, Jeera Rice,JM Road
549,"Aloha  The Tii Bar
                                    ","['Bar', 'Casual Dining']",Hadapsar,4.3,791.0,3.8,0.0,1200,Fast Food,Bar Food,North Indian,Chinese,Continental,,,,Bar,Casual Dining,Coctails, Beer, Chicen 65, Nachos, Pizza, Chicen Tia, Crispy Corn,Hadapsar
550,"Hotel Crystal Hut
                                    ","['Bar', 'Casual Dining']",Pimple Saudagar,3.4,174.0,3.9,178.0,1200,Seafood,Mughlai,North Indian,Chinese,,,,,Bar,Casual Dining,,,,,,,,Pimple Saudagar
551,"Chops n Hops
                                    ",['Casual Dining'],Viman Nagar,3.9,94.0,3.8,0.0,1200,Biryani,Chinese,North Indian,,,,,,Casual Dining,,,,,,,,,Viman Nagar
552,"Mumbai Masalaa
                                    ",['Casual Dining'],Lonavala,3.7,33.0,3.8,0.0,1200,Beverages,South Indian,Sandwich,Continental,Italian,Chinese,North Indian,,Casual Dining,,,,,,,,,Lonavala
553,"Hooed
                                    ",['Casual Dining'],Pimple Saudagar,3.8,65.0,3.8,0.0,1200,Continental,Seafood,North Indian,,,,,,Casual Dining,,,,,,,,,Pimple Saudagar
554,"Vintage 7
                                    ","['Bar', 'Casual Dining']",Aundh,4.1,508.0,3.8,239.0,1200,Desserts,Italian,Continental,Chinese,Seafood,North Indian,ebab,,Bar,Casual Dining,Coctails, Moctails, Fries, Nachos, Salad, Tia, Burgers,Aundh
555,"@M The World Cuisine Restaurant
                                    ",['Casual Dining'],Magarpatta,3.5,61.0,3.7,71.0,1200,Mughlai,Continental,Chinese,North Indian,,,,,Casual Dining,,Biryani,,,,,,,Magarpatta
556,"Preeti Restaurant & Bar
                                    ","['Bar', 'Casual Dining']",Swargate,2.7,5.0,3.8,0.0,1200,North Indian,Chinese,,,,,,,Bar,Casual Dining,,,,,,,,Swargate
557,"Orion Botanical Rooftop And Bar
                                    ","['Casual Dining', 'Bar']",Baner,3.3,106.0,3.8,0.0,1200,Italian,Asian,ebab,Continental,North Indian,,,,Casual Dining,Bar,,,,,,,,Baner
558,"New Saiba
                                    ","['Casual Dining', 'Bar']",Bhugaon,3.8,127.0,3.8,0.0,1200,Chinese,North Indian,,,,,,,Casual Dining,Bar,Dal ichadi, Fries, Dal Tada,,,,,Bhugaon
559,"BottomsUp Resto
                                    ","['Casual Dining', 'Bar']",Waad,3.7,107.0,3.8,0.0,1200,Chinese,North Indian,,,,,,,Casual Dining,Bar,Biryani,,,,,,,Waad
560,"Madira
                                    ","['Casual Dining', 'Bar']",Lonavala,2.6,16.0,3.8,0.0,1200,Beverages,Italian,Continental,Chinese,North Indian,,,,Casual Dining,Bar,,,,,,,,Lonavala
561,"JB007
                                    ",['Bar'],NIBM Road,3.9,22.0,3.8,0.0,1200,Continental,Chinese,North Indian,,,,,,Bar,,,,,,,,,NIBM Road
562,"Flavours  By Noorya Hometel
                                    ",['Casual Dining'],"Noorya Hometel, Chinchwad, Pune",3.2,100.0,3.8,0.0,1200,Chettinad,Chinese,Continental,North Indian,,,,,Casual Dining,,Salad, Tandoori Chicen, Dal Mahani, Lunch Buffet, Beer,,, Pune
563,"Barbeque Dec
                                    ",['Casual Dining'],Sinhgad Road,2.4,35.0,3.8,0.0,1200,Continental,Asian,Chinese,North Indian,,,,,Casual Dining,,,,,,,,,Sinhgad Road
564,"Metro Nine Restro Bar
                                    ","['Casual Dining', 'Bar']",Pimpri,3.2,30.0,3.9,24.0,1200,Continental,Malwani,Seafood,Chinese,North Indian,,,,Casual Dining,Bar,,,,,,,,Pimpri
565,"Bollywood Brewing Company
                                    ",['Microbrewery'],alyani Nagar,2.8,41.0,3.8,0.0,1200,Chinese,American,Italian,Continental,North Indian,,,,Microbrewery,,,,,,,,,alyani Nagar
566,"Lion's Dhaaba
                                    ",['Casual Dining'],Lonavala,3.7,71.0,3.8,0.0,1200,Chinese,North Indian,,,,,,,Casual Dining,,Lehsuni ebab, Sheer hurma, Naan, Paneer Lababdar,,,,Lonavala
567,"Chandralo
                                    ",['Casual Dining'],arve Nagar,3.8,207.0,3.8,0.0,1200,Mughlai,Chinese,North Indian,,,,,,Casual Dining,,arari Roti, Rumali Roti, Brownie, Paratha, Butter Chicen, Butter Naan, Tandoori Chicen,arve Nagar
568,"The Baccyard itchen & Bar
                                    ","['Bar', 'Casual Dining']",Dhole Patil Road,3.5,181.0,3.8,109.0,1200,Salad,Mughlai,Bar Food,Finger Food,Chinese,North Indian,,,Bar,Casual Dining,Shanghai Chicen, Beer, Paneer Tia, Salad, Wings, Naan,,Dhole Patil Road
569,"Fulora Punjabi By Nature
                                    ",['Casual Dining'],Bibvewadi,3.4,50.0,3.8,0.0,1200,Chinese,North Indian,,,,,,,Casual Dining,,,,,,,,,Bibvewadi
570,"Hooah Lounge
                                    ",['Casual Dining'],"Triose PLaza, Lonavala",2.7,30.0,3.8,0.0,1200,North Indian,Continental,,,,,,,Casual Dining,,,,,,,,, Lonavala
571,"Spice Court
                                    ",['Casual Dining'],Baner,3.9,27.0,3.8,0.0,1200,Continental,Chinese,South Indian,North Indian,,,,,Casual Dining,,Coctails, Moctails, Dal Mahani,,,,,Baner
572,"Pacino's
                                    ",['Casual Dining'],Pashan,3.7,42.0,3.4,176.0,1200,Mughlai,Biryani,Chinese,North Indian,,,,,Casual Dining,,Cheese Corn Balls, Noodle, Butter Chicen, Paratha,,,,Pashan
573,"Feast Cafe and Lounge  Spree Hotel
                                    ",['Casual Dining'],Pimpri,3.2,107.0,3.9,31.0,1200,South Indian,Chinese,North Indian,,,,,,Casual Dining,,Gulab Jamun, Panneer Butter Masala, Paneer Tia Masala, Dum Aloo, Veg Buffet,,,Pimpri
574,"Hide Out Lounge & Cafe
                                    ",['Lounge'],Dhanori,3.5,21.0,3.8,0.0,1200,North Indian,Italian,Chinese,,,,,,Lounge,,,,,,,,,Dhanori
575,"MAYA  RLC
                                    ","['Casual Dining', 'Bar']",Wagholi,3.8,50.0,3.8,0.0,1200,Bar Food,Fast Food,North Indian,,,,,,Casual Dining,Bar,,,,,,,,Wagholi
576,"R' ADDA
                                    ",['Bar'],"The Ramee Grand Hotel, Shivaji Nagar",3.9,165.0,3.8,0.0,1200,Finger Food,North Indian,,,,,,,Bar,,Brownie Chocolate, Vada Pav, Moctails, Onion Rings, Pizza, Paratha, Masala Peanuts, Shivaji Nagar
577,"Vivo Tree
                                    ",['Casual Dining'],Old MumbaiPune Highway,2.7,14.0,3.8,0.0,1200,Continental,Italian,South Indian,North Indian,,,,,Casual Dining,,,,,,,,,Old MumbaiPune Highway
578,"Royal Symphony
                                    ","['Casual Dining', 'Bar']",Deccan Gymhana,3.2,23.0,3.8,0.0,1200,Fast Food,North Indian,,,,,,,Casual Dining,Bar,,,,,,,,Deccan Gymhana
579,"Galaxy  Orbett Hotel
                                    ",['Casual Dining'],Deccan Gymhana,3.6,69.0,3.8,0.0,1200,Beverages,Continental,Asian,North Indian,,,,,Casual Dining,,Paneer Tia Lababdar, Diwani Handi, Lal Mirch a Paneer Tia, Moong Dal Halwa, Dal Tada, Banana Split,,Deccan Gymhana
580,"Silver Leaf
                                    ",['Casual Dining'],Shivaji Nagar,3.0,27.0,3.8,0.0,1200,Continental,Maharashtrian,Mughlai,Chinese,North Indian,,,,Casual Dining,,,,,,,,,Shivaji Nagar
